Subject,Gait,Sensor,TP,FP,FN,PPV,Sensitivity,RCA,SDA
4,irregular,1,66,174,176,0.275,0.2727272727272727,1.0614,0.2738589211618257
4,semiregular,1,243,60,681,0.801980198019802,0.262987012987013,0.4951,0.39608801955990225
4,regular,2,308,4,1580,0.9871794871794872,0.163135593220339,0.2852,0.27999999999999997
4,irregular,2,55,63,281,0.4661016949152542,0.1636904761904762,0.5263,0.24229074889867844
4,semiregular,2,197,45,788,0.8140495867768595,0.2,0.3958,0.3211083944580277
4,regular,3,1068,2,62,0.9981308411214953,0.9451327433628318,0.9737,0.9709090909090909
4,irregular,3,179,221,222,0.4475,0.4463840399002494,1.7588,0.4469413233458177
4,semiregular,3,517,55,137,0.9038461538461539,0.790519877675841,0.9349,0.8433931484502447
5,regular,1,498,0,1089,1.0,0.31379962192816635,0.4799,0.4776978417266187
5,irregular,1,86,408,411,0.17408906882591094,0.17303822937625754,2.2903,0.17356205852674067
5,semiregular,1,335,91,574,0.7863849765258216,0.36853685368536854,0.6392,0.50187265917603
5,regular,2,708,0,669,1.0,0.514161220043573,0.6810,0.679136690647482
5,irregular,2,43,165,183,0.20673076923076922,0.1902654867256637,0.9585,0.19815668202764972
5,semiregular,2,337,88,571,0.7929411764705883,0.3711453744493392,0.6407,0.5056264066016505
5,regular,3,1039,7,9,0.9933078393881453,0.9914122137404581,1.0038,0.9923591212989493
5,irregular,3,171,87,86,0.6627906976744186,0.6653696498054474,1.1889,0.6640776699029126
5,semiregular,3,621,87,88,0.8771186440677966,0.8758815232722144,1.0614,0.8764996471418489
6,regular,1,289,20,1230,0.9352750809061489,0.1902567478604345,0.3399,0.3161925601750547
6,irregular,1,102,452,454,0.18411552346570398,0.18345323741007194,2.8513,0.1837837837837838
6,semiregular,1,248,36,869,0.8732394366197183,0.22202327663384064,0.4066,0.35403283369022126
6,regular,2,617,20,573,0.9686028257456829,0.5184873949579832,0.6995,0.675424192665572
6,irregular,2,66,148,151,0.308411214953271,0.30414746543778803,1.1128,0.30626450116009285
6,semiregular,2,442,61,454,0.878727634194831,0.49330357142857145,0.7218,0.631879914224446
6,regular,3,842,3,141,0.9964497041420118,0.8565615462868769,0.9257,0.9212253829321663
6,irregular,3,177,421,423,0.2959866220735786,0.295,3.0769,0.2954924874791318
6,semiregular,3,623,45,110,0.9326347305389222,0.849931787175989,0.9544,0.8893647394718058
7,regular,1,790,4,873,0.9949622166246851,0.4750450992182802,0.6480,0.643060643060643
7,irregular,1,165,850,852,0.1625615763546798,0.16224188790560473,4.5200,0.16240157480314962
7,semiregular,1,364,60,732,0.8584905660377359,0.33211678832116787,0.5598,0.47894736842105257
7,regular,2,397,3,1660,0.9925,0.19299951385512884,0.3276,0.32315832315832316
7,irregular,2,60,247,248,0.19543973941368079,0.19480519480519481,1.3689,0.1951219512195122
7,semiregular,2,283,49,905,0.8524096385542169,0.2382154882154882,0.4389,0.37236842105263157
7,regular,3,1162,1,133,0.999140154772141,0.8972972972972973,0.9472,0.9454841334418226
7,irregular,3,179,326,328,0.35445544554455444,0.3530571992110454,2.2533,0.35375494071146246
7,semiregular,3,590,47,294,0.9262166405023547,0.667420814479638,0.8384,0.7758053911900066
8,regular,1,464,5,1135,0.9893390191897654,0.29018136335209505,0.4551,0.448742746615087
8,irregular,1,45,398,400,0.10158013544018059,0.10112359550561797,1.8313,0.10135135135135134
8,semiregular,1,491,61,609,0.8894927536231884,0.44636363636363635,0.6699,0.5944309927360775
8,regular,2,357,0,1353,1.0,0.20877192982456141,0.3478,0.3454281567489115
8,irregular,2,4,54,423,0.06896551724137931,0.00936768149882904,0.2428,0.016494845360824743
8,semiregular,2,201,13,1237,0.9392523364485982,0.13977746870653684,0.2612,0.2433414043583535
8,regular,3,1032,32,33,0.9699248120300752,0.9690140845070423,1.0290,0.9694692343823392
8,irregular,3,198,336,338,0.3707865168539326,0.3694029850746269,2.2058,0.37009345794392523
8,semiregular,3,750,60,92,0.9259259259259259,0.8907363420427553,0.9819,0.9079903147699757
9,regular,1,669,0,873,1.0,0.433852140077821,0.6070,0.6051560379918589
9,irregular,1,27,244,244,0.0996309963099631,0.0996309963099631,1.0226,0.0996309963099631
9,semiregular,1,364,43,629,0.8943488943488943,0.36656596173212486,0.5835,0.52
9,regular,2,852,2,504,0.9976580796252927,0.6283185840707964,0.7751,0.7710407239819005
9,irregular,2,66,397,399,0.14254859611231102,0.14193548387096774,1.7481,0.14224137931034483
9,semiregular,2,406,44,544,0.9022222222222223,0.42736842105263156,0.6448,0.58
9,regular,3,1102,16,18,0.9856887298747764,0.9839285714285714,1.0117,0.9848078641644324
9,irregular,3,218,234,235,0.4823008849557522,0.48123620309050774,1.7030,0.48176795580110493
9,semiregular,3,626,25,123,0.9615975422427036,0.835781041388518,0.9315,0.8942857142857142
10,regular,1,550,10,915,0.9821428571428571,0.37542662116040953,0.5552,0.5432098765432098
10,irregular,1,160,551,554,0.2250351617440225,0.22408963585434175,2.8907,0.22456140350877193
10,semiregular,1,371,50,518,0.8812351543942993,0.41732283464566927,0.6448,0.566412213740458
10,regular,2,591,9,835,0.985,0.41444600280504906,0.5937,0.5834155972359328
10,irregular,2,61,233,234,0.20748299319727892,0.20677966101694914,1.1943,0.2071307300509338
10,semiregular,2,242,28,799,0.8962962962962963,0.23246878001921228,0.4131,0.3691838291380625
10,regular,3,986,10,45,0.9899598393574297,0.95635305528613,0.9832,0.9728663048840651
10,irregular,3,179,169,171,0.514367816091954,0.5114285714285715,1.4170,0.5128939828080229
10,semiregular,3,511,35,254,0.9358974358974359,0.6679738562091503,0.8338,0.7795575896262393
