  1.601	  1.566	  2.393	  1.408	  1.303	  1.363	    828.70
  1.909	  1.639	  2.430	  1.369	  1.232	  1.306	    828.70
  1.783	  1.644	  2.394	  1.341	  1.226	  1.291	    828.70
  1.816	  1.619	  2.394	  1.342	  1.220	  1.293	    828.70
  1.856	  1.631	  2.391	  1.339	  1.216	  1.294	    828.90
  1.856	  1.631	  2.391	  1.339	  1.216	  1.294	    828.90
  1.856	  1.631	  2.391	  1.339	  1.216	  1.294	    828.90
  1.856	  1.631	  2.391	  1.339	  1.216	  1.294	    829.10
  1.856	  1.631	  2.391	  1.339	  1.216	  1.294	    829.10
  1.856	  1.631	  2.391	  1.339	  1.216	  1.294	    829.10
  1.856	  1.631	  2.391	  1.339	  1.216	  1.294	    829.00
